日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2025-07-01,=5454.3300,=11180.8400,=20624072580117.3711,=14597537230593,=4518736113498.4639,=0.8092,=0.3909,=1.1401,=0.9135,=0.7113
2025-06-30,=5410.2588,=11090.5100,=20385263004392.8086,=14443634403348,=4472793290701.0752,=0.7999,=0.3822,=1.1417,=0.9137,=0.7113
2025-06-27,=5416.1974,=11096.4600,=20362848598994.6953,=14440845895980,=4489195047729.3262,=0.7980,=0.3796,=1.1431,=0.9139,=0.7113
2025-06-26,=5444.7023,=11141.2700,=20784201185441.4180,=14734985085022,=4565132369070.1035,=0.8143,=0.3925,=1.1431,=0.9142,=0.7113
2025-06-25,=5443.2012,=11133.0400,=20699431461853.0195,=14666837537306,=4547622154404.5225,=0.8108,=0.3913,=1.1444,=0.9142,=0.7113
2025-06-24,=5424.7510,=11060.8900,=20632917259697.0742,=14640089113222,=4524560459743.3779,=0.8059,=0.3871,=1.1450,=0.9147,=0.7113
2025-06-23,=5407.4346,=11025.5800,=20419938774548.2891,=14573333142427,=4493638478486.0098,=0.7976,=0.3781,=1.1455,=0.9150,=0.7113
2025-06-20,=5393.7100,=10987.2400,=20213720811907.0234,=14438533509746,=4454825086806.2979,=0.7894,=0.3740,=1.1458,=0.9151,=0.7113
2025-06-19,=5384.7423,=10952.0800,=20101435869854.4258,=14379715332924,=4427173505053.8203,=0.7842,=0.3675,=1.1478,=0.9153,=0.7110
2025-06-18,=5419.9498,=11017.7000,=19963883167909.2734,=14365592491086,=4442965764079.3486,=0.7828,=0.3655,=1.1480,=0.9159,=0.7110
2025-06-17,=5426.0202,=11018.0500,=19819122847688.8789,=14287183275800,=4427188341502.8604,=0.7764,=0.3593,=1.1487,=0.9163,=0.7110
2025-06-16,=5428.6010,=11019.1300,=19503990853726.5664,=14236242253239,=4429287914082.6611,=0.7727,=0.3539,=1.1495,=0.9163,=0.7110
2025-06-13,=5416.3064,=10994.1700,=19363832262574.0039,=14151474404176,=4402165426450.4023,=0.7671,=0.3431,=1.1497,=0.9164,=0.7113
2025-06-12,=5471.5999,=11061.6400,=19439106141010.7891,=14207052106620,=4429897652048.9307,=0.7699,=0.3490,=1.1497,=0.9165,=0.7110
2025-06-11,=5471.4803,=11055.1800,=19438342941563.8984,=14199547447634,=4421847453122.5420,=0.7697,=0.3482,=1.1515,=0.9167,=0.7110
2025-06-10,=5454.5726,=11010.9100,=19372079354436.3047,=14137490765166,=4401156484575.2881,=0.7670,=0.3420,=1.1520,=0.9168,=0.7110
2025-06-09,=5458.8793,=11010.5900,=19318303552882.6016,=14092971452736,=4393089096973.5000,=0.7648,=0.3333,=1.1523,=0.9170,=0.7110
2025-06-06,=5448.3034,=10981.2900,=19310933686644.4141,=14076866362195,=4381199180032.1001,=0.7645,=0.3311,=1.1531,=0.9172,=0.7113
2025-06-05,=5449.4941,=10973.2100,=19267017229910.2422,=14035042463894,=4377591422932.5400,=0.7626,=0.3255,=1.1534,=0.9173,=0.7110
2025-06-04,=5480.8722,=11036.3900,=19325214366241.6172,=14084626644536,=4400830531300.6396,=0.7650,=0.3333,=1.1537,=0.9177,=0.7110
2025-06-03,=5465.6890,=10996.0800,=19322227670903.9453,=14069932112473,=4396932359432.3096,=0.7648,=0.3321,=1.1539,=0.9180,=0.7110
2025-05-30,=5445.7952,=10956.0600,=19216928070240.4336,=13988334417551,=4354857050227.1089,=0.7606,=0.3211,=1.1545,=0.9182,=0.7113
2025-05-29,=5440.6604,=10939.3600,=19151076108047.6250,=13938984474433,=4340208967303.1211,=0.7580,=0.3126,=1.1545,=0.9183,=0.7113
2025-05-28,=5431.0191,=10917.3200,=19185582455447.2695,=13957722693233,=4339373661379.1011,=0.7593,=0.3175,=1.1546,=0.9188,=0.7113
2025-05-27,=5413.7524,=10879.5900,=19149211568650.4766,=13919656337119,=4336757345522.3179,=0.7579,=0.3118,=1.1550,=0.9201,=0.7113
2025-05-26,=5427.8603,=10907.9400,=19120640004636.0352,=13903105797047,=4332499612704.9492,=0.7568,=0.3056,=1.1552,=0.9202,=0.7113
2025-05-23,=5464.7734,=10980.6600,=19227954772191.2383,=13984556112553,=4358517760331.0918,=0.7610,=0.3199,=1.1559,=0.9211,=0.7113
2025-05-22,=5519.0537,=11085.2600,=19431607105048.8750,=14134177772980,=4402269265096.5703,=0.7690,=0.3414,=1.1559,=0.9211,=0.7113
2025-05-21,=5528.7956,=11102.3800,=19357814103914.2891,=14074117661218,=4382614553775.1499,=0.7661,=0.3332,=1.1568,=0.9214,=0.7113
2025-05-20,=5486.8581,=11014.5300,=19245456251120.0703,=13982715725937,=4352805096235.7388,=0.7616,=0.3213,=1.1569,=0.9218,=0.7113
2025-05-19,=5470.9617,=10980.0400,=19206453824154.7188,=13950761942019,=4337800133467.2295,=0.7601,=0.3175,=1.1572,=0.9223,=0.7113
2025-05-16,=5456.4608,=10944.6200,=19238902339141.8281,=13972303523389,=4340826402701.2700,=0.7613,=0.3199,=1.1574,=0.9226,=0.7113
2025-05-15,=5486.9433,=11005.7600,=19441825125205.9531,=14125101519062,=4381590338072.1802,=0.7694,=0.3398,=1.1574,=0.9228,=0.7113
2025-05-14,=5509.5627,=11043.9900,=19461037465916.8242,=14135312283715,=4396037466549.1392,=0.7699,=0.3410,=1.1577,=0.9229,=0.7113
2025-05-13,=5478.6417,=10982.0100,=19320800445753.6094,=14024955611312,=4346643415045.4209,=0.7644,=0.3266,=1.1578,=0.9229,=0.7113
2025-05-12,=5440.6068,=10905.7700,=19115992116942.0508,=13868976090817,=4302961288207.8379,=0.7563,=0.3048,=1.1585,=0.9231,=0.7113
2025-05-09,=5421.8433,=10868.1600,=19106359586732.6289,=13850350215456,=4288560837591.3789,=0.7559,=0.3034,=1.1602,=0.9236,=0.7113
2025-05-08,=5394.1280,=10807.3900,=18984600918265.0195,=13733224602517,=4254144145198.8911,=0.7496,=0.2867,=1.1602,=0.9238,=0.7113
2025-05-07,=5391.5036,=10790.4300,=18950164290490.1797,=13719828116285,=4229008144762.8892,=0.7481,=0.2821,=1.1604,=0.9239,=0.7113
2025-05-06,=5355.2618,=10717.8900,=18673291843876.9063,=13530359612020,=4180055822230.7017,=0.7372,=0.2562,=1.1607,=0.9250,=0.7113
2025-04-30,=5341.7697,=10690.8900,=18713546284846.6289,=13557907591044,=4181619602610.2300,=0.7388,=0.2617,=1.1625,=0.9253,=0.7113
2025-04-29,=5377.2308,=10757.0300,=19076014880914.4219,=13789046091293,=4215979900602.8188,=0.7708,=0.3387,=1.1634,=0.9256,=0.7113
2025-04-28,=5391.3773,=10780.0400,=19144237760542.1992,=13836642652199,=4219918504610.7788,=0.7756,=0.3444,=1.1637,=0.9259,=0.7113
2025-04-25,=5392.2779,=10781.8400,=18987567244495.5156,=13740944612872,=4196766727195.9619,=0.7712,=0.3394,=1.1639,=0.9264,=0.7113
2025-04-24,=5400.7061,=10796.0100,=19112872328392.3594,=13829557763701,=4209522183113.8198,=0.7757,=0.3440,=1.1639,=0.9264,=0.7113
2025-04-23,=5371.8464,=10738.3200,=18884247484415.3047,=13676428618145,=4171811526545.1299,=0.7665,=0.3300,=1.1643,=0.9268,=0.7113
2025-04-22,=5395.8835,=10786.3700,=18968510508210.3984,=13720917169602,=4188423100889.5498,=0.7700,=0.3374,=1.1646,=0.9271,=0.7113
2025-04-21,=5375.0356,=10744.6900,=18785770034641.2305,=13593748620464,=4155822016423.3101,=0.7632,=0.3202,=1.1655,=0.9271,=0.7113
2025-04-18,=5382.3435,=10759.3000,=18963587020242.7344,=13710881426162,=4187740843768.7002,=0.7705,=0.3369,=1.1659,=0.9274,=0.7113
2025-04-17,=5380.3040,=10751.9100,=18863958344992.8086,=13653126946797,=4171634279307.5190,=0.7663,=0.3284,=1.1659,=0.9276,=0.7113
2025-04-16,=5391.4484,=10774.1800,=18867514714100.2734,=13657308949136,=4170783902426.8691,=0.7665,=0.3288,=1.1661,=0.9276,=0.7113
2025-04-15,=5367.0496,=10725.4200,=18632736808194.5781,=13481343810917,=4134629824792.6602,=0.7571,=0.3041,=1.1662,=0.9289,=0.7113
2025-04-14,=5341.4280,=10674.2200,=18421812503726.6563,=13318672837046,=4089488355083.3501,=0.7487,=0.2827,=1.1672,=0.9289,=0.7113
2025-04-11,=5294.0132,=10579.4700,=18233561935144.9258,=13195383150992,=4064479046566.9097,=0.7411,=0.2694,=1.1677,=0.9292,=0.7113
2025-04-10,=5317.9582,=10627.3200,=18211095525978.5781,=13190911531430,=4067477736754.4810,=0.7402,=0.2679,=1.1677,=0.9293,=0.7113
2025-04-09,=5268.1457,=10527.7700,=18210312141256.7773,=13175631431782,=4044840561997.1479,=0.7402,=0.2675,=1.1679,=0.9296,=0.7113
2025-04-08,=5252.4983,=10496.5000,=18327760434377.2734,=13239299163391,=4059014957271.2520,=0.7449,=0.2745,=1.1682,=0.9306,=0.7113
2025-04-07,=5121.6285,=10234.9800,=17945055609378.8398,=12931863060182,=3966461544244.9199,=0.7294,=0.2305,=1.1684,=0.9307,=0.7113
2025-04-03,=5487.7522,=10966.6300,=18779299130081.6406,=13618643277772,=4188326639764.1895,=0.7633,=0.3177,=1.1691,=0.9315,=0.7113
2025-04-02,=5480.3406,=10951.8200,=18678519043764.3984,=13567289328715,=4182439330221.1699,=0.7592,=0.3107,=1.1692,=0.9318,=0.7113
2025-04-01,=5460.5135,=10912.2000,=18566088107106.4570,=13500192482661,=4156356307954.7402,=0.7546,=0.2963,=1.1692,=0.9320,=0.7113
2025-03-31,=5407.9902,=10807.2400,=18656018397738.6914,=13535608333833,=4160002191292.5098,=0.7583,=0.3066,=1.1703,=0.9330,=0.7113
2025-03-28,=5436.4717,=10864.1500,=18505695285713.1055,=13473720523104,=4159585819700.0103,=0.7587,=0.3073,=1.1704,=0.9342,=0.7113
2025-03-27,=5476.2330,=10943.6100,=18636834658320.3711,=13559115991229,=4181151063593.9702,=0.7649,=0.3202,=1.1704,=0.9343,=0.7113
2025-03-26,=5481.3787,=10953.8900,=18563056630574.0586,=13511724568514,=4164265312784.6099,=0.7646,=0.3185,=1.1710,=0.9344,=0.7113
2025-03-25,=5489.0255,=10969.1800,=18618120179398.2852,=13547001662232,=4184045870339.8901,=0.7670,=0.3247,=1.1715,=0.9351,=0.7113
2025-03-24,=5454.4541,=10900.0900,=18496829936558.5000,=13458300991143,=4165805590494.6411,=0.7621,=0.3136,=1.1721,=0.9355,=0.7113
2025-03-21,=5424.0900,=10839.4100,=18352425318515.5977,=13360739453485,=4131580109019.4292,=0.7574,=0.3023,=1.1724,=0.9365,=0.7113
2025-03-20,=5447.2799,=10885.7500,=18491051558872.6484,=13460233079172,=4164509664639.5098,=0.7631,=0.3144,=1.1724,=0.9371,=0.7113
2025-03-19,=5462.3245,=10915.8200,=18561010815167.2813,=13501647935623,=4190882022197.6099,=0.7672,=0.3243,=1.1730,=0.9372,=0.7113
2025-03-18,=5454.0976,=10899.3800,=18437261769108.5313,=13421125466407,=4166301611252.6611,=0.7621,=0.3132,=1.1732,=0.9374,=0.7113
2025-03-17,=5463.4737,=10918.1100,=18470659859586.9805,=13445081229455,=4168801997257.7998,=0.7635,=0.3144,=1.1737,=0.9381,=0.7113
2025-03-14,=5443.3782,=10877.9600,=18366039994222.6797,=13368289226942,=4148806088313.5581,=0.7591,=0.3081,=1.1738,=0.9397,=0.7113
2025-03-13,=5402.2814,=10795.8300,=18229845117315.6484,=13268042470753,=4097538720221.0498,=0.7535,=0.2934,=1.1738,=0.9403,=0.7113
2025-03-12,=5364.7665,=10720.8600,=18101203483563.3164,=13158768340503,=4070860985589.2998,=0.7482,=0.2790,=1.1747,=0.9419,=0.7113
2025-03-11,=5386.4321,=10764.1600,=18216045877007.2266,=13242284691827,=4093462979037.6011,=0.7529,=0.2922,=1.1750,=0.9428,=0.7113
2025-03-10,=5352.3357,=10696.0200,=18116659575862.3281,=13168597808284,=4068730372654.8809,=0.7488,=0.2802,=1.1755,=0.9449,=0.7113
2025-03-07,=5336.6890,=10664.7500,=18201993882006.0352,=13225645945185,=4082871377429.9512,=0.7523,=0.2892,=1.1758,=0.9462,=0.7113
2025-03-06,=5329.4738,=10650.3300,=18207888363796.8477,=13221135673342,=4081823402993.3218,=0.7526,=0.2901,=1.1758,=0.9469,=0.7113
2025-03-05,=5330.7352,=10652.8500,=18287230986877.9180,=13267547397346,=4083712043319.4292,=0.7559,=0.2959,=1.1758,=0.9470,=0.7113
2025-03-04,=5305.5876,=10602.6000,=18060829213593.5898,=13123570552598,=4040222306484.2378,=0.7465,=0.2770,=1.1763,=0.9472,=0.7113
2025-03-03,=5305.0725,=10601.5700,=18184609759130.1992,=13212122152333,=4048842015327.9502,=0.7516,=0.2864,=1.1764,=0.9481,=0.7113
2025-02-28,=5311.6501,=10613.0500,=18208911232239.0313,=13227474373846,=4048965575448.3701,=0.7526,=0.2892,=1.1768,=0.9490,=0.7113
2025-02-27,=5350.6692,=10691.0100,=18333003337688.9766,=13313686574933,=4085416923362.5698,=0.7578,=0.2996,=1.1768,=0.9498,=0.7113
2025-02-26,=5292.1640,=10574.1200,=18184538275200.2188,=13197375009550,=4047898796701.1299,=0.7517,=0.2868,=1.1770,=0.9522,=0.7113
2025-02-25,=5226.6236,=10443.1600,=18097885472614.8438,=13134575940008,=4018161826225.8701,=0.7481,=0.2782,=1.1775,=0.9528,=0.7113
2025-02-24,=5261.4535,=10512.7500,=18247163175562.3398,=13240697903686,=4056590246541.2598,=0.7543,=0.2909,=1.1775,=0.9543,=0.7113
2025-02-21,=5257.0009,=10503.8600,=18324812350466.8555,=13294392284007,=4062503940199.5190,=0.7575,=0.2972,=1.1775,=0.9547,=0.7113
2025-02-20,=5291.0318,=10571.8500,=18538023005167.3555,=13443160252968,=4096751347097.7578,=0.7663,=0.3143,=1.1775,=0.9551,=0.7113
2025-02-19,=5303.6980,=10597.1600,=18543116642503.8398,=13446825994440,=4110376642626.5698,=0.7665,=0.3144,=1.1777,=0.9555,=0.7110
2025-02-18,=5318.6352,=10627.0100,=18647602328464.1523,=13528453293484,=4127425064274.5000,=0.7709,=0.3207,=1.1777,=0.9559,=0.7110
2025-02-17,=5336.5732,=10662.8500,=18530567564938.1211,=13452759317198,=4120796703168.2402,=0.7660,=0.3142,=1.1777,=0.9570,=0.7110
2025-02-14,=5359.1170,=10707.8900,=18562491736309.2188,=13482549906649,=4134972665110.6182,=0.7673,=0.3162,=1.1781,=0.9581,=0.7110
2025-02-13,=5348.7055,=10687.0900,=18524936076195.6484,=13448942845017,=4115706492010.2798,=0.7658,=0.3138,=1.1781,=0.9593,=0.7110
2025-02-12,=5346.7393,=10683.1600,=18488441541724.2852,=13432183491066,=4113881660491.3398,=0.7643,=0.3101,=1.1781,=0.9608,=0.7110
2025-02-11,=5345.5330,=10680.7500,=18394220346839.6250,=13384293849707,=4093841433339.3398,=0.7604,=0.3047,=1.1784,=0.9629,=0.7110
2025-02-10,=5325.3482,=10640.4200,=18179644010445.5508,=13264449205891,=4075904185735.2900,=0.7515,=0.2862,=1.1785,=0.9648,=0.7110
2025-02-07,=5331.4266,=10652.5700,=18211596887562.9883,=13290357138644,=4079411399921.8906,=0.7528,=0.2885,=1.1786,=0.9663,=0.7110
2025-02-06,=5295.7993,=10581.3800,=18187097774457.8516,=13261826484742,=4064601733636.3901,=0.7518,=0.2866,=1.1786,=0.9665,=0.7110
2025-02-05,=5291.4642,=10572.7200,=18179520705104.8555,=13248700224896,=4058410349378.1099,=0.7515,=0.2858,=1.1788,=0.9669,=0.7110
2025-01-27,=5397.8404,=10785.2700,=18556292811613.0703,=13528764765950,=4139701689399.3311,=0.7671,=0.3122,=1.1806,=0.9699,=0.7113
2025-01-24,=5330.3763,=10650.4700,=18262538611214.9492,=13308811832903,=4089688898362.7798,=0.7549,=0.2903,=1.1808,=0.9789,=0.7113
2025-01-23,=5296.1683,=10574.1700,=18254483679439.7773,=13288050587152,=4074464428916.8789,=0.7542,=0.2888,=1.1808,=0.9791,=0.7113
2025-01-22,=5242.8423,=10461.0100,=17889970052540.5742,=13050967819085,=3996371151916.0278,=0.7379,=0.2571,=1.1811,=0.9799,=0.7113
2025-01-21,=5295.8678,=10559.0200,=18171720225954.4570,=13260869438273,=4058112365762.8091,=0.7493,=0.2797,=1.1811,=0.9805,=0.7113
2025-01-20,=5328.8740,=10624.8300,=18246225457161.4453,=13322613413332,=4070553654108.4600,=0.7524,=0.2859,=1.1812,=0.9810,=0.7113
2025-01-17,=5340.4342,=10640.5700,=18380266775149.4883,=13420358274585,=4085242715715.8110,=0.7578,=0.2944,=1.1822,=0.9816,=0.7113
2025-01-16,=5355.6674,=10670.3000,=18537787366084.3359,=13523587826282,=4104444083864.3198,=0.7643,=0.3044,=1.1822,=0.9816,=0.7113
2025-01-15,=5312.6242,=10584.5400,=18377130957496.6250,=13418919836294,=4073866311190.7212,=0.7576,=0.2933,=1.1825,=0.9816,=0.7113
2025-01-14,=5310.8584,=10581.0200,=18343423808177.2148,=13391815057280,=4062110575196.4209,=0.7562,=0.2900,=1.1826,=0.9821,=0.7113
2025-01-13,=5214.9822,=10390,=18175570161279.4219,=13260180794098,=4007460155721.7100,=0.7493,=0.2797,=1.1828,=0.9828,=0.7113
2025-01-10,=5255.7158,=10471.1600,=18368359023345.3086,=13382183676760,=4049986490333.5898,=0.7573,=0.2919,=1.1833,=0.9831,=0.7113
2025-01-09,=5336.2342,=10624.9200,=18589971332781.8516,=13505309899366,=4097216151583.3496,=0.7647,=0.3028,=1.1833,=0.9845,=0.7113
2025-01-08,=5416.2977,=10784.3400,=18839800029524.8984,=13694570816322,=4143167348980.1582,=0.7750,=0.3155,=1.1834,=0.9868,=0.7113
2025-01-07,=5428.6272,=10803.4800,=18730382453675.6367,=13644781760617,=4127993771463.1812,=0.7687,=0.3081,=1.1834,=0.9877,=0.7113
2025-01-06,=5444.2594,=10832.0700,=18696652673669.2813,=13649319771931,=4126040442563.3896,=0.7657,=0.3052,=1.1834,=0.9880,=0.7113
2025-01-03,=5424.4086,=10792.5700,=18626743573165.5781,=13593459640700,=4110355023313.4399,=0.7629,=0.3006,=1.1838,=0.9884,=0.7113
2025-01-02,=5470.1941,=10883.6700,=18755148959847.6797,=13664063568492,=4141135790361.9292,=0.7681,=0.3065,=1.1838,=0.9886,=0.7113
2024-12-31,=5581.4952,=11105.1200,=19179063965075.3750,=13962258879164,=4229775926453.0698,=0.7855,=0.3243,=1.1838,=0.9888,=0.7113
2024-12-30,=5612.2925,=11166.3900,=19278154674175.1719,=14047788972426,=4270286625806.5508,=0.7895,=0.3280,=1.1841,=0.9894,=0.7113
2024-12-27,=5545.5551,=11033.6100,=19084517737488.8672,=13893550955449,=4218023630024.7896,=0.7816,=0.3188,=1.1850,=0.9895,=0.7113
2024-12-26,=5533.8031,=11010.2300,=19113669819213.1641,=13901264891424,=4219871743624.2905,=0.7828,=0.3202,=1.1850,=0.9897,=0.7113
2024-12-25,=5559.4571,=11061.2700,=19216648257181.2617,=13973795242462,=4240120908195.7891,=0.7870,=0.3247,=1.1852,=0.9898,=0.7113
2024-12-24,=5537.9309,=11018.4400,=18957062200856.4570,=13781890931452,=4202846123643.4590,=0.7764,=0.3140,=1.1853,=0.9907,=0.7113
2024-12-23,=5475.1306,=10893.4900,=18721220680917.9805,=13619719700703,=4154267012621.9497,=0.7667,=0.3049,=1.1855,=0.9910,=0.7113
2024-12-20,=5472.4159,=10888.0900,=18386031744199.3242,=13376106272577,=4100229569003.4502,=0.7530,=0.2855,=1.1860,=0.9918,=0.7113
2024-12-19,=5518.3695,=10979.5200,=18468344381613.0508,=13449932590336,=4126151564126.1611,=0.7564,=0.2893,=1.1860,=0.9918,=0.7113
2024-12-18,=5571.9799,=11086.1900,=18652098952599.5898,=13586390120669,=4157814210088.1411,=0.7639,=0.3012,=1.1863,=0.9932,=0.7113
2024-12-17,=5537.6366,=11017.8500,=18529957686802.4531,=13497883615339,=4126746207954.6904,=0.7589,=0.2947,=1.1865,=0.9932,=0.7113
2024-12-16,=5557.6935,=11057.7600,=18541549902212.5820,=13513485308229,=4129177684551.3589,=0.7594,=0.3049,=1.1866,=0.9934,=0.7113
2024-12-13,=5511.5625,=10965.9800,=17630301793548.1641,=13197289746480,=3994669927293.6191,=0.7585,=0.2933,=1.1868,=0.9935,=0.7113
2024-12-12,=5609.6793,=11161.1900,=17828214101062.3789,=13364243342977,=4055524738827.0298,=0.7670,=0.3037,=1.1868,=0.9935,=0.7113
2024-12-11,=5587.8000,=11117.6700,=17675053104246,=13259551808332,=4022046083162.0698,=0.7604,=0.2967,=1.1868,=0.9938,=0.7113
2024-12-10,=5559.8900,=11056.9100,=17799715425013,=13318282368979,=4032467217340.2900,=0.7654,=0.3021,=1.1875,=0.9940,=0.7113
2024-12-09,=5558.7800,=11054.7100,=17697830908958.6875,=13264006859627,=4014367496036.7500,=0.7611,=0.2971,=1.1876,=0.9942,=0.7113
2024-12-06,=5549.6900,=11036.6300,=17626898605302.1289,=13199298781857,=4005206991673.0898,=0.7580,=0.2925,=1.1900,=0.9949,=0.7113
2024-12-05,=5474.8100,=10887.7200,=17495605187731.1875,=13097220829479,=3970382776303.1001,=0.7524,=0.2852,=1.1900,=0.9950,=0.7113
2024-12-04,=5483.9400,=10905.8700,=17563281838583.4297,=13161340575164,=3988549154654.6211,=0.7553,=0.2881,=1.1907,=0.9957,=0.7113
2024-12-03,=5475.9100,=10887.8600,=17359932239273.9043,=13013625337428,=3967688051398.3389,=0.7465,=0.2765,=1.1909,=0.9959,=0.7113
2024-12-02,=5420.6100,=10777.9200,=17121527057494.2656,=12839467099063,=3915005460554.4702,=0.7363,=0.2543,=1.1909,=0.9959,=0.7113
2024-11-29,=5392.2400,=10721.5000,=17126267713325.1699,=12827715437509,=3907463990947.7202,=0.7365,=0.2546,=1.1916,=0.9964,=0.7113
2024-11-28,=5358.4300,=10654.2700,=17163051061997.9258,=12840283224703,=3898693549446.0498,=0.7381,=0.2572,=1.1916,=0.9969,=0.7113
2024-11-27,=5380.4300,=10692.7800,=17196093627346.9258,=12865516266439,=3912485302073.8999,=0.7395,=0.2626,=1.1916,=0.9981,=0.7113
2024-11-26,=5322.6300,=10577.9100,=17035234491286.7402,=12747673094842,=3869110049151.2295,=0.7326,=0.2416,=1.1916,=0.9983,=0.7113
2024-11-25,=5320.6100,=10573.8900,=16905408043258.4492,=12666465808657,=3850514170999.2798,=0.7270,=0.2259,=1.1916,=0.9987,=0.7113
2024-11-22,=5312.3300,=10557.4400,=16866091797381.3340,=12643840624979,=3850194526806.7305,=0.7253,=0.2238,=1.1916,=0.9991,=0.7113
2024-11-21,=5461.1500,=10851.7200,=17181358165248.2617,=12893814293106,=3939568081050.6299,=0.7388,=0.2584,=1.1916,=0.9993,=0.7113
2024-11-20,=5465.7700,=10860.8900,=17189359737091.1523,=12898827286537,=3942292035553.3008,=0.7392,=0.2588,=1.1916,=0.9995,=0.7113
2024-11-19,=5449.5100,=10828.5800,=17193660219526.4063,=12898583841508,=3944390877490.3706,=0.7394,=0.2601,=1.1916,=0.9997,=0.7113
2024-11-18,=5445,=10819.6100,=17275582614777.9258,=12958172632214,=3956407749596.7192,=0.7429,=0.2679,=1.1916,=0.9997,=0.7113
2024-11-15,=5356.6200,=10644.0100,=16949028571361.4551,=12699445888130,=3881592796645.2002,=0.7288,=0.2279,=1.1916,=1.0002,=0.7113
2024-11-14,=5372.8000,=10676.1500,=16973611609029.6895,=12722437904350,=3902531343570.0498,=0.7299,=0.2317,=1.1916,=1.0006,=0.7113
2024-11-13,=5443.0700,=10815.7800,=16979703071930.8301,=12744171466039,=3920391656160.3989,=0.7302,=0.2325,=1.1916,=1.0007,=0.7113
2024-11-12,=5421.2600,=10769.5500,=16886357984326.1699,=12668416482206,=3902162921322.7002,=0.7260,=0.2247,=1.1916,=1.0008,=0.7113
2024-11-11,=5449.7700,=10826.1900,=17024447269670.0820,=12776062880533,=3936533859453.1299,=0.7319,=0.2362,=1.1916,=1.0020,=0.7113
2024-11-08,=5489.2800,=10903.0700,=17263702204884.8008,=12955840940860,=3989133420668.3511,=0.7422,=0.2641,=1.1916,=1.0028,=0.7113
2024-11-07,=5564.8500,=11053.1800,=17465160934189.8945,=13110012171989,=4042283614077.6899,=0.7509,=0.2749,=1.1916,=1.0030,=0.7113
2024-11-06,=5455.8400,=10836.6600,=17201402892377.8555,=12900936942839,=3959287005386.0698,=0.7395,=0.2580,=1.1916,=1.0032,=0.7113
2024-11-05,=5475.9000,=10876.5000,=17342939572680.8203,=12996782427863,=3990568196477.9590,=0.7456,=0.2675,=1.1916,=1.0036,=0.7113
2024-11-04,=5406.5500,=10738.7500,=17217404249307.6484,=12896730135863,=3952897928899.4600,=0.7402,=0.2601,=1.1916,=1.0041,=0.7113
2024-11-01,=5360.4200,=10647.1200,=17214549261650.2539,=12896096105946,=3940761846973.2300,=0.7401,=0.2596,=1.1916,=1.0046,=0.7113
2024-10-31,=5319.4100,=10561.2200,=16976785260530.9824,=12722831389636,=3901811415903.9785,=0.7297,=0.2309,=1.1916,=1.0051,=0.7113
2024-10-30,=5339.5900,=10601.2900,=17014396519420.0586,=12759768573896,=3927640324250.0298,=0.7472,=0.2675,=1.1916,=1.0060,=0.7113
2024-10-29,=5386.3300,=10693.5300,=17193460984838.4531,=12892638112408,=3963786166734.8901,=0.7577,=0.2802,=1.1916,=1.0061,=0.7113
2024-10-28,=5469.8600,=10859.3500,=17294396724555.4180,=12979364146707,=3985937902107.3599,=0.7627,=0.2860,=1.1916,=1.0073,=0.7113
2024-10-25,=5416.0400,=10752.5100,=17349547978808.3809,=13001979595739,=3983744231286.0791,=0.7667,=0.2892,=1.1916,=1.0075,=0.7113
2024-10-24,=5411.0500,=10741.6600,=17456162700208.4805,=13082154838159,=4003507090508.0298,=0.7715,=0.2926,=1.1916,=1.0076,=0.7113
2024-10-23,=5439.0800,=10793.8500,=17490243753993.5293,=13114944139772,=4017455383129.5698,=0.7730,=0.2938,=1.1916,=1.0078,=0.7113
2024-10-22,=5429.9200,=10774.4800,=17476716588898.9102,=13104931067970,=4010844092951.6201,=0.7724,=0.2930,=1.1916,=1.0088,=0.7113
